,kd,hs_pct,adr,opening_rate,utility_pr,loadout_value
kd,0.38140986852800873,0.0007100529943419697,10.307404963749912,0.017620695414606403,0.09162661401004556,88.77314496217897
hs_pct,0.0007100529943419697,0.022983421917248052,0.2691779417883037,0.0003192164393377543,0.006284605897569972,-18.49584489509874
adr,10.307404963749912,0.2691779417883037,536.3640014576478,0.9258277641610065,3.000643964971774,2477.1524892195052
opening_rate,0.017620695414606403,0.0003192164393377543,0.9258277641610065,0.005846132152903927,0.0017666530170991758,8.418280242949129
utility_pr,0.09162661401004556,0.006284605897569972,3.000643964971774,0.0017666530170991758,0.3785855197965384,-18.183547896346685
loadout_value,88.77314496217897,-18.49584489509874,2477.1524892195052,8.418280242949129,-18.183547896346685,219732.2472227988
