file,player_id,cluster,archetype
003201673717864202280_0171883906.dem,P10290,3,Budget Headshotter
003201673717864202280_0171883906.dem,P05292,0,Utility Support
003201673717864202280_0171883906.dem,P08443,3,Budget Headshotter
003201673717864202280_0171883906.dem,P08152,2,Star Fragger
003201673717864202280_0171883906.dem,P05913,2,Star Fragger
003201673717864202280_0171883906.dem,P08116,3,Budget Headshotter
003201673717864202280_0171883906.dem,P04245,1,Heavy-Weapon Anchor
003201673717864202280_0171883906.dem,P07135,3,Budget Headshotter
003201673717864202280_0171883906.dem,P04928,3,Budget Headshotter
003201673717864202280_0171883906.dem,P00688,0,Utility Support
003201766426880770095_1255641334.dem,P08157,3,Budget Headshotter
003201766426880770095_1255641334.dem,P07891,3,Budget Headshotter
003201766426880770095_1255641334.dem,P04871,3,Budget Headshotter
003201766426880770095_1255641334.dem,P09005,2,Star Fragger
003201766426880770095_1255641334.dem,P03757,3,Budget Headshotter
003201766426880770095_1255641334.dem,P02087,1,Heavy-Weapon Anchor
003201766426880770095_1255641334.dem,P03817,0,Utility Support
003201766426880770095_1255641334.dem,P05636,1,Heavy-Weapon Anchor
003201766426880770095_1255641334.dem,P01589,1,Heavy-Weapon Anchor
003201766426880770095_1255641334.dem,P07897,2,Star Fragger
003201817199836659927_0341783733.dem,P03136,1,Heavy-Weapon Anchor
003201817199836659927_0341783733.dem,P10395,3,Budget Headshotter
003201817199836659927_0341783733.dem,P03319,3,Budget Headshotter
003201817199836659927_0341783733.dem,P01984,1,Heavy-Weapon Anchor
003201817199836659927_0341783733.dem,P05161,1,Heavy-Weapon Anchor
003201817199836659927_0341783733.dem,P10798,3,Budget Headshotter
003201817199836659927_0341783733.dem,P09055,0,Utility Support
003201817199836659927_0341783733.dem,P08809,1,Heavy-Weapon Anchor
003201817199836659927_0341783733.dem,P10319,2,Star Fragger
003201817199836659927_0341783733.dem,P03624,3,Budget Headshotter
003208598014746689537_1642267853.dem,P05566,0,Utility Support
003208598014746689537_1642267853.dem,P01464,0,Utility Support
003208598014746689537_1642267853.dem,P02091,0,Utility Support
003208598014746689537_1642267853.dem,P01772,0,Utility Support
003208598014746689537_1642267853.dem,P04611,1,Heavy-Weapon Anchor
003208598014746689537_1642267853.dem,P09858,3,Budget Headshotter
003208598014746689537_1642267853.dem,P01549,1,Heavy-Weapon Anchor
003208598014746689537_1642267853.dem,P06916,3,Budget Headshotter
003208598014746689537_1642267853.dem,P02392,0,Utility Support
003208598014746689537_1642267853.dem,P00698,3,Budget Headshotter
003215439283468894455_1450681014.dem,P08652,3,Budget Headshotter
003215439283468894455_1450681014.dem,P08936,1,Heavy-Weapon Anchor
003215439283468894455_1450681014.dem,P00019,0,Utility Support
003215439283468894455_1450681014.dem,P09269,3,Budget Headshotter
003215439283468894455_1450681014.dem,P01629,1,Heavy-Weapon Anchor
003215439283468894455_1450681014.dem,P06680,1,Heavy-Weapon Anchor
003215439283468894455_1450681014.dem,P00404,3,Budget Headshotter
003215439283468894455_1450681014.dem,P04908,2,Star Fragger
003215439283468894455_1450681014.dem,P01209,3,Budget Headshotter
003215439283468894455_1450681014.dem,P02376,0,Utility Support
003216728823777198305_0634051576.dem,P01513,2,Star Fragger
003216728823777198305_0634051576.dem,P04002,1,Heavy-Weapon Anchor
003216728823777198305_0634051576.dem,P09082,3,Budget Headshotter
003216728823777198305_0634051576.dem,P07357,1,Heavy-Weapon Anchor
003216728823777198305_0634051576.dem,P04053,1,Heavy-Weapon Anchor
003216728823777198305_0634051576.dem,P09094,1,Heavy-Weapon Anchor
003216728823777198305_0634051576.dem,P05377,1,Heavy-Weapon Anchor
003216728823777198305_0634051576.dem,P06582,0,Utility Support
003216728823777198305_0634051576.dem,P06971,1,Heavy-Weapon Anchor
003216728823777198305_0634051576.dem,P05873,1,Heavy-Weapon Anchor
003218553373129179487_1555113029.dem,P09855,1,Heavy-Weapon Anchor
003218553373129179487_1555113029.dem,P07842,2,Star Fragger
003218553373129179487_1555113029.dem,P10243,3,Budget Headshotter
003218553373129179487_1555113029.dem,P10562,0,Utility Support
003218553373129179487_1555113029.dem,P06189,3,Budget Headshotter
003218553373129179487_1555113029.dem,P02397,3,Budget Headshotter
003218553373129179487_1555113029.dem,P05404,3,Budget Headshotter
003218553373129179487_1555113029.dem,P03742,3,Budget Headshotter
003218553373129179487_1555113029.dem,P08529,2,Star Fragger
003218553373129179487_1555113029.dem,P04978,3,Budget Headshotter
003219820053474050253_1898369762.dem,P04279,2,Star Fragger
003219820053474050253_1898369762.dem,P08277,1,Heavy-Weapon Anchor
003219820053474050253_1898369762.dem,P03527,2,Star Fragger
003219820053474050253_1898369762.dem,P09654,3,Budget Headshotter
003219820053474050253_1898369762.dem,P04734,1,Heavy-Weapon Anchor
003219820053474050253_1898369762.dem,P09413,2,Star Fragger
003219820053474050253_1898369762.dem,P08542,1,Heavy-Weapon Anchor
003219820053474050253_1898369762.dem,P08789,2,Star Fragger
003219820053474050253_1898369762.dem,P09974,3,Budget Headshotter
003219820053474050253_1898369762.dem,P09997,1,Heavy-Weapon Anchor
003220156233449209995_1172535415.dem,P08995,2,Star Fragger
003220156233449209995_1172535415.dem,P09683,3,Budget Headshotter
003220156233449209995_1172535415.dem,P08392,3,Budget Headshotter
003220156233449209995_1172535415.dem,P01606,2,Star Fragger
003220156233449209995_1172535415.dem,P05054,1,Heavy-Weapon Anchor
003220156233449209995_1172535415.dem,P02198,3,Budget Headshotter
003220156233449209995_1172535415.dem,P07970,3,Budget Headshotter
003220156233449209995_1172535415.dem,P06683,0,Utility Support
003220156233449209995_1172535415.dem,P04892,2,Star Fragger
003220156233449209995_1172535415.dem,P09549,3,Budget Headshotter
003222992722193285431_0719199122.dem,P03776,1,Heavy-Weapon Anchor
003222992722193285431_0719199122.dem,P09518,3,Budget Headshotter
003222992722193285431_0719199122.dem,P08060,0,Utility Support
003222992722193285431_0719199122.dem,P10489,2,Star Fragger
003222992722193285431_0719199122.dem,P06611,1,Heavy-Weapon Anchor
003222992722193285431_0719199122.dem,P06329,0,Utility Support
003222992722193285431_0719199122.dem,P05140,3,Budget Headshotter
003222992722193285431_0719199122.dem,P08285,2,Star Fragger
003222992722193285431_0719199122.dem,P01540,3,Budget Headshotter
003222992722193285431_0719199122.dem,P10299,2,Star Fragger
003223192530514346240_0109105771.dem,P10406,2,Star Fragger
003223192530514346240_0109105771.dem,P09435,3,Budget Headshotter
003223192530514346240_0109105771.dem,P06227,0,Utility Support
003223192530514346240_0109105771.dem,P02644,1,Heavy-Weapon Anchor
003223192530514346240_0109105771.dem,P06409,3,Budget Headshotter
003223192530514346240_0109105771.dem,P08502,3,Budget Headshotter
003223192530514346240_0109105771.dem,P09359,3,Budget Headshotter
003223192530514346240_0109105771.dem,P08885,0,Utility Support
003223192530514346240_0109105771.dem,P06754,0,Utility Support
003223192530514346240_0109105771.dem,P05257,2,Star Fragger
003224063358755930232_1638729843.dem,P09193,3,Budget Headshotter
003224063358755930232_1638729843.dem,P09329,3,Budget Headshotter
003224063358755930232_1638729843.dem,P10567,2,Star Fragger
003224063358755930232_1638729843.dem,P04843,3,Budget Headshotter
003224063358755930232_1638729843.dem,P05612,2,Star Fragger
003224063358755930232_1638729843.dem,P10345,3,Budget Headshotter
003224063358755930232_1638729843.dem,P10218,0,Utility Support
003224063358755930232_1638729843.dem,P05478,1,Heavy-Weapon Anchor
003224063358755930232_1638729843.dem,P06964,2,Star Fragger
003224063358755930232_1638729843.dem,P00750,3,Budget Headshotter
003228196740792320221_2030607273.dem,P10255,2,Star Fragger
003228196740792320221_2030607273.dem,P01289,1,Heavy-Weapon Anchor
003228196740792320221_2030607273.dem,P01985,1,Heavy-Weapon Anchor
003228196740792320221_2030607273.dem,P10163,3,Budget Headshotter
003228196740792320221_2030607273.dem,P00274,2,Star Fragger
003228196740792320221_2030607273.dem,P00453,1,Heavy-Weapon Anchor
003228196740792320221_2030607273.dem,P01306,1,Heavy-Weapon Anchor
003228196740792320221_2030607273.dem,P10236,0,Utility Support
003228196740792320221_2030607273.dem,P09189,3,Budget Headshotter
003228196740792320221_2030607273.dem,P09746,3,Budget Headshotter
003228198080822116364_1122008510.dem,P04993,3,Budget Headshotter
003228198080822116364_1122008510.dem,P10027,0,Utility Support
003228198080822116364_1122008510.dem,P07428,1,Heavy-Weapon Anchor
003228198080822116364_1122008510.dem,P00702,3,Budget Headshotter
003228198080822116364_1122008510.dem,P00908,0,Utility Support
003228198080822116364_1122008510.dem,P06743,3,Budget Headshotter
003228198080822116364_1122008510.dem,P10727,0,Utility Support
003228198080822116364_1122008510.dem,P03845,1,Heavy-Weapon Anchor
003228198080822116364_1122008510.dem,P01482,1,Heavy-Weapon Anchor
003228198080822116364_1122008510.dem,P09250,2,Star Fragger
003228201746576703747_0895462729.dem,P01656,1,Heavy-Weapon Anchor
003228201746576703747_0895462729.dem,P07949,3,Budget Headshotter
003228201746576703747_0895462729.dem,P04775,2,Star Fragger
003228201746576703747_0895462729.dem,P02485,3,Budget Headshotter
003228201746576703747_0895462729.dem,P00088,1,Heavy-Weapon Anchor
003228201746576703747_0895462729.dem,P07953,2,Star Fragger
003228201746576703747_0895462729.dem,P00498,1,Heavy-Weapon Anchor
003228201746576703747_0895462729.dem,P02799,1,Heavy-Weapon Anchor
003228201746576703747_0895462729.dem,P01478,3,Budget Headshotter
003228203050099278013_0464794756.dem,P07787,1,Heavy-Weapon Anchor
003228203050099278013_0464794756.dem,P01597,3,Budget Headshotter
003228203050099278013_0464794756.dem,P03278,2,Star Fragger
003228203050099278013_0464794756.dem,P03376,1,Heavy-Weapon Anchor
003228203050099278013_0464794756.dem,P03781,1,Heavy-Weapon Anchor
003228203050099278013_0464794756.dem,P00055,0,Utility Support
003228203050099278013_0464794756.dem,P03568,1,Heavy-Weapon Anchor
003228203050099278013_0464794756.dem,P03018,0,Utility Support
003228203050099278013_0464794756.dem,P06613,1,Heavy-Weapon Anchor
003228203050099278013_0464794756.dem,P02659,0,Utility Support
003228204969949659180_0482818392.dem,P04993,2,Star Fragger
003228204969949659180_0482818392.dem,P00109,3,Budget Headshotter
003228204969949659180_0482818392.dem,P08176,1,Heavy-Weapon Anchor
003228204969949659180_0482818392.dem,P05752,3,Budget Headshotter
003228204969949659180_0482818392.dem,P03087,3,Budget Headshotter
003228204969949659180_0482818392.dem,P08470,0,Utility Support
003228204969949659180_0482818392.dem,P01932,0,Utility Support
003228204969949659180_0482818392.dem,P10041,2,Star Fragger
003228204969949659180_0482818392.dem,P06766,3,Budget Headshotter
003228204969949659180_0482818392.dem,P01122,0,Utility Support
003228211174029918654_2045525464.dem,P04993,2,Star Fragger
003228211174029918654_2045525464.dem,P00109,2,Star Fragger
003228211174029918654_2045525464.dem,P10721,1,Heavy-Weapon Anchor
003228211174029918654_2045525464.dem,P08176,1,Heavy-Weapon Anchor
003228211174029918654_2045525464.dem,P05669,2,Star Fragger
003228211174029918654_2045525464.dem,P01867,1,Heavy-Weapon Anchor
003228211174029918654_2045525464.dem,P06211,0,Utility Support
003228211174029918654_2045525464.dem,P03308,3,Budget Headshotter
003228211174029918654_2045525464.dem,P06625,1,Heavy-Weapon Anchor
003228211174029918654_2045525464.dem,P08470,0,Utility Support
003228223940820205625_0748795147.dem,P02512,3,Budget Headshotter
003228223940820205625_0748795147.dem,P01067,2,Star Fragger
003228223940820205625_0748795147.dem,P00238,0,Utility Support
003228223940820205625_0748795147.dem,P08231,2,Star Fragger
003228223940820205625_0748795147.dem,P09645,0,Utility Support
003228223940820205625_0748795147.dem,P02389,0,Utility Support
003228223940820205625_0748795147.dem,P06961,3,Budget Headshotter
003228223940820205625_0748795147.dem,P01632,0,Utility Support
003228223940820205625_0748795147.dem,P07573,3,Budget Headshotter
003228223940820205625_0748795147.dem,P10084,3,Budget Headshotter
003228228336719233207_0297655124.dem,P09583,1,Heavy-Weapon Anchor
003228228336719233207_0297655124.dem,P02726,0,Utility Support
003228228336719233207_0297655124.dem,P03453,1,Heavy-Weapon Anchor
003228228336719233207_0297655124.dem,P00650,2,Star Fragger
003228228336719233207_0297655124.dem,P00582,3,Budget Headshotter
003228228336719233207_0297655124.dem,P01403,0,Utility Support
003228228336719233207_0297655124.dem,P00354,1,Heavy-Weapon Anchor
003228228336719233207_0297655124.dem,P04573,3,Budget Headshotter
003228228336719233207_0297655124.dem,P05511,1,Heavy-Weapon Anchor
003228228336719233207_0297655124.dem,P06674,2,Star Fragger
003228231343196340254_2138134632.dem,P04359,1,Heavy-Weapon Anchor
003228231343196340254_2138134632.dem,P05356,0,Utility Support
003228231343196340254_2138134632.dem,P01123,1,Heavy-Weapon Anchor
003228231343196340254_2138134632.dem,P07708,1,Heavy-Weapon Anchor
003228231343196340254_2138134632.dem,P04933,0,Utility Support
003228231343196340254_2138134632.dem,P10741,0,Utility Support
003228231343196340254_2138134632.dem,P03738,0,Utility Support
003228231343196340254_2138134632.dem,P01053,0,Utility Support
003228231343196340254_2138134632.dem,P01451,0,Utility Support
003228231343196340254_2138134632.dem,P06400,0,Utility Support
003228231841412546621_0698826799.dem,P02512,0,Utility Support
003228231841412546621_0698826799.dem,P00238,0,Utility Support
003228231841412546621_0698826799.dem,P07169,0,Utility Support
003228231841412546621_0698826799.dem,P05109,0,Utility Support
003228231841412546621_0698826799.dem,P08231,3,Budget Headshotter
003228231841412546621_0698826799.dem,P00836,0,Utility Support
003228231841412546621_0698826799.dem,P09645,3,Budget Headshotter
003228231841412546621_0698826799.dem,P10777,1,Heavy-Weapon Anchor
003228231841412546621_0698826799.dem,P09529,3,Budget Headshotter
003228231841412546621_0698826799.dem,P07275,0,Utility Support
003228234049025736851_1126955760.dem,P01102,2,Star Fragger
003228234049025736851_1126955760.dem,P06637,1,Heavy-Weapon Anchor
003228234049025736851_1126955760.dem,P03288,1,Heavy-Weapon Anchor
003228234049025736851_1126955760.dem,P10026,3,Budget Headshotter
003228234049025736851_1126955760.dem,P03380,0,Utility Support
003228234049025736851_1126955760.dem,P08804,1,Heavy-Weapon Anchor
003228234049025736851_1126955760.dem,P02662,0,Utility Support
003228234049025736851_1126955760.dem,P03655,3,Budget Headshotter
003228234049025736851_1126955760.dem,P05247,2,Star Fragger
003228234049025736851_1126955760.dem,P05354,3,Budget Headshotter
003228239265263517832_1728586843.dem,P00654,1,Heavy-Weapon Anchor
003228239265263517832_1728586843.dem,P00070,3,Budget Headshotter
003228239265263517832_1728586843.dem,P10253,1,Heavy-Weapon Anchor
003228239265263517832_1728586843.dem,P05441,2,Star Fragger
003228239265263517832_1728586843.dem,P01888,1,Heavy-Weapon Anchor
003228239265263517832_1728586843.dem,P04955,2,Star Fragger
003228239265263517832_1728586843.dem,P00480,2,Star Fragger
003228239265263517832_1728586843.dem,P04563,1,Heavy-Weapon Anchor
003228239265263517832_1728586843.dem,P08583,3,Budget Headshotter
003228239265263517832_1728586843.dem,P02936,3,Budget Headshotter
003228248931087417445_0354423570.dem,P00200,1,Heavy-Weapon Anchor
003228248931087417445_0354423570.dem,P04993,3,Budget Headshotter
003228248931087417445_0354423570.dem,P05251,2,Star Fragger
003228248931087417445_0354423570.dem,P08763,3,Budget Headshotter
003228248931087417445_0354423570.dem,P00109,1,Heavy-Weapon Anchor
003228248931087417445_0354423570.dem,P00171,1,Heavy-Weapon Anchor
003228248931087417445_0354423570.dem,P01544,0,Utility Support
003228248931087417445_0354423570.dem,P03845,1,Heavy-Weapon Anchor
003228248931087417445_0354423570.dem,P01482,1,Heavy-Weapon Anchor
003228248931087417445_0354423570.dem,P05001,1,Heavy-Weapon Anchor
003228314364914172003_2097493371.dem,P09949,1,Heavy-Weapon Anchor
003228314364914172003_2097493371.dem,P02388,2,Star Fragger
003228314364914172003_2097493371.dem,P00905,0,Utility Support
003228314364914172003_2097493371.dem,P09787,1,Heavy-Weapon Anchor
003228314364914172003_2097493371.dem,P04770,3,Budget Headshotter
003228314364914172003_2097493371.dem,P05418,1,Heavy-Weapon Anchor
003228314364914172003_2097493371.dem,P01098,1,Heavy-Weapon Anchor
003228314364914172003_2097493371.dem,P09921,3,Budget Headshotter
003228314364914172003_2097493371.dem,P01779,0,Utility Support
003228314364914172003_2097493371.dem,P06424,0,Utility Support
003228354638822506718_1207382638.dem,P06484,1,Heavy-Weapon Anchor
003228354638822506718_1207382638.dem,P00399,3,Budget Headshotter
003228354638822506718_1207382638.dem,P07467,0,Utility Support
003228354638822506718_1207382638.dem,P05821,0,Utility Support
003228354638822506718_1207382638.dem,P09131,1,Heavy-Weapon Anchor
003228354638822506718_1207382638.dem,P08214,1,Heavy-Weapon Anchor
003228354638822506718_1207382638.dem,P04792,1,Heavy-Weapon Anchor
003228354638822506718_1207382638.dem,P00586,3,Budget Headshotter
003228354638822506718_1207382638.dem,P02609,0,Utility Support
003228356307417301054_0525991835.dem,P09496,3,Budget Headshotter
003228356307417301054_0525991835.dem,P00792,3,Budget Headshotter
003228356307417301054_0525991835.dem,P02107,2,Star Fragger
003228356307417301054_0525991835.dem,P06203,2,Star Fragger
003228356307417301054_0525991835.dem,P08462,3,Budget Headshotter
003228356307417301054_0525991835.dem,P05169,3,Budget Headshotter
003228356307417301054_0525991835.dem,P03769,0,Utility Support
003228356307417301054_0525991835.dem,P05152,1,Heavy-Weapon Anchor
003228356307417301054_0525991835.dem,P02296,3,Budget Headshotter
003228356307417301054_0525991835.dem,P08473,0,Utility Support
003228357069773996345_1442493513.dem,P01305,1,Heavy-Weapon Anchor
003228357069773996345_1442493513.dem,P10272,0,Utility Support
003228357069773996345_1442493513.dem,P04352,1,Heavy-Weapon Anchor
003228357069773996345_1442493513.dem,P08880,1,Heavy-Weapon Anchor
003228357069773996345_1442493513.dem,P05088,3,Budget Headshotter
003228357069773996345_1442493513.dem,P09272,2,Star Fragger
003228357069773996345_1442493513.dem,P06569,1,Heavy-Weapon Anchor
003228357069773996345_1442493513.dem,P00145,1,Heavy-Weapon Anchor
003228357069773996345_1442493513.dem,P01325,3,Budget Headshotter
003228357069773996345_1442493513.dem,P03080,3,Budget Headshotter
003228361323939102816_0955098034.dem,P01653,0,Utility Support
003228361323939102816_0955098034.dem,P03414,2,Star Fragger
003228361323939102816_0955098034.dem,P01781,3,Budget Headshotter
003228361323939102816_0955098034.dem,P01679,2,Star Fragger
003228361323939102816_0955098034.dem,P09296,0,Utility Support
003228361323939102816_0955098034.dem,P06034,0,Utility Support
003228361323939102816_0955098034.dem,P02589,0,Utility Support
003228361323939102816_0955098034.dem,P05727,1,Heavy-Weapon Anchor
003228361323939102816_0955098034.dem,P03076,3,Budget Headshotter
003228361323939102816_0955098034.dem,P10291,3,Budget Headshotter
003228366742040346629_1810262517.dem,P06488,2,Star Fragger
003228366742040346629_1810262517.dem,P03371,0,Utility Support
003228366742040346629_1810262517.dem,P04475,0,Utility Support
003228366742040346629_1810262517.dem,P07978,0,Utility Support
003228366742040346629_1810262517.dem,P01054,0,Utility Support
003228366742040346629_1810262517.dem,P04528,0,Utility Support
003228366742040346629_1810262517.dem,P03801,3,Budget Headshotter
003228366742040346629_1810262517.dem,P10541,2,Star Fragger
003228366742040346629_1810262517.dem,P09575,0,Utility Support
003228366742040346629_1810262517.dem,P03435,1,Heavy-Weapon Anchor
003228380750076182834_1851583313.dem,P03896,1,Heavy-Weapon Anchor
003228380750076182834_1851583313.dem,P00513,1,Heavy-Weapon Anchor
003228380750076182834_1851583313.dem,P08596,2,Star Fragger
003228380750076182834_1851583313.dem,P00632,0,Utility Support
003228380750076182834_1851583313.dem,P08300,0,Utility Support
003228380750076182834_1851583313.dem,P08566,3,Budget Headshotter
003228380750076182834_1851583313.dem,P09380,3,Budget Headshotter
003228380750076182834_1851583313.dem,P04994,0,Utility Support
003228380750076182834_1851583313.dem,P08930,1,Heavy-Weapon Anchor
003228380750076182834_1851583313.dem,P02584,0,Utility Support
003228385891152035944_0948915105.dem,P08039,2,Star Fragger
003228385891152035944_0948915105.dem,P08156,1,Heavy-Weapon Anchor
003228385891152035944_0948915105.dem,P10836,1,Heavy-Weapon Anchor
003228385891152035944_0948915105.dem,P01619,1,Heavy-Weapon Anchor
003228385891152035944_0948915105.dem,P01900,3,Budget Headshotter
003228385891152035944_0948915105.dem,P09386,1,Heavy-Weapon Anchor
003228385891152035944_0948915105.dem,P03241,3,Budget Headshotter
003228385891152035944_0948915105.dem,P02571,0,Utility Support
003228385891152035944_0948915105.dem,P02400,3,Budget Headshotter
003228385891152035944_0948915105.dem,P06338,1,Heavy-Weapon Anchor
003228386756587946269_0971218300.dem,P03414,3,Budget Headshotter
003228386756587946269_0971218300.dem,P05569,2,Star Fragger
003228386756587946269_0971218300.dem,P08297,2,Star Fragger
003228386756587946269_0971218300.dem,P02612,1,Heavy-Weapon Anchor
003228386756587946269_0971218300.dem,P03417,1,Heavy-Weapon Anchor
003228386756587946269_0971218300.dem,P09703,0,Utility Support
003228386756587946269_0971218300.dem,P01511,0,Utility Support
003228386756587946269_0971218300.dem,P03031,2,Star Fragger
003228386756587946269_0971218300.dem,P05114,1,Heavy-Weapon Anchor
003228387585516634298_0400947528.dem,P07846,1,Heavy-Weapon Anchor
003228387585516634298_0400947528.dem,P10002,3,Budget Headshotter
003228387585516634298_0400947528.dem,P02144,1,Heavy-Weapon Anchor
003228387585516634298_0400947528.dem,P03255,3,Budget Headshotter
003228387585516634298_0400947528.dem,P04485,3,Budget Headshotter
003228387585516634298_0400947528.dem,P08965,0,Utility Support
003228387585516634298_0400947528.dem,P10689,2,Star Fragger
003228387585516634298_0400947528.dem,P08406,3,Budget Headshotter
003228387585516634298_0400947528.dem,P07773,3,Budget Headshotter
003228387585516634298_0400947528.dem,P08169,2,Star Fragger
003228388674290843988_2023832853.dem,P05997,1,Heavy-Weapon Anchor
003228388674290843988_2023832853.dem,P00932,0,Utility Support
003228388674290843988_2023832853.dem,P01820,0,Utility Support
003228388674290843988_2023832853.dem,P08260,0,Utility Support
003228388674290843988_2023832853.dem,P09655,1,Heavy-Weapon Anchor
003228388674290843988_2023832853.dem,P08102,1,Heavy-Weapon Anchor
003228388674290843988_2023832853.dem,P09241,2,Star Fragger
003228388674290843988_2023832853.dem,P05019,2,Star Fragger
003228388674290843988_2023832853.dem,P02733,0,Utility Support
003228388674290843988_2023832853.dem,P02201,1,Heavy-Weapon Anchor
003228389155327180900_0236049525.dem,P01398,3,Budget Headshotter
003228389155327180900_0236049525.dem,P08950,3,Budget Headshotter
003228389155327180900_0236049525.dem,P04625,2,Star Fragger
003228389155327180900_0236049525.dem,P04704,0,Utility Support
003228389155327180900_0236049525.dem,P02881,1,Heavy-Weapon Anchor
003228389155327180900_0236049525.dem,P05519,1,Heavy-Weapon Anchor
003228389155327180900_0236049525.dem,P05467,1,Heavy-Weapon Anchor
003228389155327180900_0236049525.dem,P10363,2,Star Fragger
003228389155327180900_0236049525.dem,P03788,1,Heavy-Weapon Anchor
003228390866871648452_0903026146.dem,P05930,3,Budget Headshotter
003228390866871648452_0903026146.dem,P07235,3,Budget Headshotter
003228390866871648452_0903026146.dem,P07376,1,Heavy-Weapon Anchor
003228390866871648452_0903026146.dem,P08580,3,Budget Headshotter
003228390866871648452_0903026146.dem,P02758,2,Star Fragger
003228390866871648452_0903026146.dem,P06000,1,Heavy-Weapon Anchor
003228390866871648452_0903026146.dem,P07603,2,Star Fragger
003228390866871648452_0903026146.dem,P09002,2,Star Fragger
003228390866871648452_0903026146.dem,P03533,3,Budget Headshotter
003228390866871648452_0903026146.dem,P05454,1,Heavy-Weapon Anchor
003228392696527716718_0310516782.dem,P09795,0,Utility Support
003228392696527716718_0310516782.dem,P09986,0,Utility Support
003228392696527716718_0310516782.dem,P04983,1,Heavy-Weapon Anchor
003228392696527716718_0310516782.dem,P07068,0,Utility Support
003228392696527716718_0310516782.dem,P07190,0,Utility Support
003228392696527716718_0310516782.dem,P09776,0,Utility Support
003228392696527716718_0310516782.dem,P05825,2,Star Fragger
003228392696527716718_0310516782.dem,P02009,3,Budget Headshotter
003228392696527716718_0310516782.dem,P09752,2,Star Fragger
003228392696527716718_0310516782.dem,P04961,0,Utility Support
003228393171121602578_1246621670.dem,P09729,2,Star Fragger
003228393171121602578_1246621670.dem,P09873,1,Heavy-Weapon Anchor
003228393171121602578_1246621670.dem,P09720,2,Star Fragger
003228393171121602578_1246621670.dem,P10483,1,Heavy-Weapon Anchor
003228393171121602578_1246621670.dem,P02756,3,Budget Headshotter
003228393171121602578_1246621670.dem,P01089,3,Budget Headshotter
003228393171121602578_1246621670.dem,P03934,3,Budget Headshotter
003228393171121602578_1246621670.dem,P03414,1,Heavy-Weapon Anchor
003228393171121602578_1246621670.dem,P02197,0,Utility Support
003228393171121602578_1246621670.dem,P02498,1,Heavy-Weapon Anchor
003228394751669567673_2121120974.dem,P05436,3,Budget Headshotter
003228394751669567673_2121120974.dem,P00935,0,Utility Support
003228394751669567673_2121120974.dem,P06533,1,Heavy-Weapon Anchor
003228394751669567673_2121120974.dem,P02212,1,Heavy-Weapon Anchor
003228394751669567673_2121120974.dem,P01627,1,Heavy-Weapon Anchor
003228394751669567673_2121120974.dem,P08253,1,Heavy-Weapon Anchor
003228394751669567673_2121120974.dem,P10371,0,Utility Support
003228394751669567673_2121120974.dem,P02632,2,Star Fragger
003228394751669567673_2121120974.dem,P08108,1,Heavy-Weapon Anchor
003228394751669567673_2121120974.dem,P01852,2,Star Fragger
003228396553408348538_0551926587.dem,P08220,2,Star Fragger
003228396553408348538_0551926587.dem,P08808,1,Heavy-Weapon Anchor
003228396553408348538_0551926587.dem,P02649,2,Star Fragger
003228396553408348538_0551926587.dem,P02689,0,Utility Support
003228396553408348538_0551926587.dem,P09159,3,Budget Headshotter
003228396553408348538_0551926587.dem,P01288,2,Star Fragger
003228396553408348538_0551926587.dem,P02520,3,Budget Headshotter
003228396553408348538_0551926587.dem,P01950,2,Star Fragger
003228396553408348538_0551926587.dem,P01064,0,Utility Support
003228399650079768646_0599170800.dem,P07393,2,Star Fragger
003228399650079768646_0599170800.dem,P05320,0,Utility Support
003228399650079768646_0599170800.dem,P02131,3,Budget Headshotter
003228399650079768646_0599170800.dem,P09026,1,Heavy-Weapon Anchor
003228399650079768646_0599170800.dem,P10486,3,Budget Headshotter
003228399650079768646_0599170800.dem,P05390,3,Budget Headshotter
003228399650079768646_0599170800.dem,P00162,1,Heavy-Weapon Anchor
003228399650079768646_0599170800.dem,P03029,1,Heavy-Weapon Anchor
003228399650079768646_0599170800.dem,P07203,2,Star Fragger
003228399650079768646_0599170800.dem,P04148,2,Star Fragger
003228401574225117203_1115935543.dem,P01659,0,Utility Support
003228401574225117203_1115935543.dem,P04986,1,Heavy-Weapon Anchor
003228401574225117203_1115935543.dem,P03935,1,Heavy-Weapon Anchor
003228401574225117203_1115935543.dem,P04541,2,Star Fragger
003228401574225117203_1115935543.dem,P04971,2,Star Fragger
003228401574225117203_1115935543.dem,P01922,3,Budget Headshotter
003228401574225117203_1115935543.dem,P05139,3,Budget Headshotter
003228401574225117203_1115935543.dem,P05791,1,Heavy-Weapon Anchor
003228401574225117203_1115935543.dem,P04463,2,Star Fragger
003228401574225117203_1115935543.dem,P08621,0,Utility Support
003228401707369103590_1744914401.dem,P03017,0,Utility Support
003228401707369103590_1744914401.dem,P07640,0,Utility Support
003228401707369103590_1744914401.dem,P02418,0,Utility Support
003228401707369103590_1744914401.dem,P10700,0,Utility Support
003228401707369103590_1744914401.dem,P04983,3,Budget Headshotter
003228401707369103590_1744914401.dem,P01079,1,Heavy-Weapon Anchor
003228401707369103590_1744914401.dem,P09776,2,Star Fragger
003228401707369103590_1744914401.dem,P08351,0,Utility Support
003228401707369103590_1744914401.dem,P07512,0,Utility Support
003228401707369103590_1744914401.dem,P08449,3,Budget Headshotter
